,date,id,tweet,cluster
341,Sun Oct 27 07:18:45 +0000 2019,72898202,#Berkeley #Highway680 Eastbound 80 at Gilman Ave--A crash blocks the far right lane. The backup is almost all the way back to Ashby Avenue. #KCBSTraffic,1
342,Sun Oct 27 07:16:22 +0000 2019,72898202,#WalnutCreek #Concord #Highway24 #Highway680 A large structure fire on city streets is visible from the interchange. Traffic is slow on Ygnacio Valley Rd. east of Highway 680. #KCBSTraffic,0
343,Sun Oct 27 06:56:49 +0000 2019,72898202,#KincadeFire #Highway128 #Geyserville #Calistoga Highway 128 remains closed between Tubbs Lane in Calistoga and Highway 101 in Geyserville due to the Kincade Fire. You can see a full list of Sonoma County road closures at …http://dclosures-sonomacounty.hub.arcgis.com #KCBSTraffic,2
344,Sun Oct 27 06:32:50 +0000 2019,72898202,#SanMateo #Highway101 The two right lanes are now shut down. #KCBSTraffic #Waze,0
345,Sun Oct 27 06:26:35 +0000 2019,72898202,#Shiloh #MarkWest #Fulton #KincaideFire Shiloh Rd. is closed east of Highway 101 as the fight against the Kincaide Fire continues. #KCBSTraffic,0
346,Sun Oct 27 06:13:02 +0000 2019,72898202,#KincaideFire #PSPS Power is now out at intersections throughout the Bay Area. Treat all of them as four way stops. Here's a current link to PG&amp;E's outage map. http://critweb-outage.pgealerts.com/ #KCBSTraffic,0
347,Sun Oct 27 05:53:37 +0000 2019,72898202,#Pacifica #Highway1 A key power outage is being reported on Highway 1 in Pacifica. #KCBSTraffic,0
348,Sun Oct 27 05:51:03 +0000 2019,72898202,#MountainView Northbound #US101 before Rengstorff Ave. Injury accident has the two left lanes blocked. Fire crews are working to extract 3 people trapped in 3 separate vehicles. Heavy traffic from #SR85 in MountainView. #KCBSTraffic,1
349,Sun Oct 27 05:31:10 +0000 2019,72898202,"#SanMateo Southbound #US101 before #SR92. Four car crash blocking the 2nd, 3rd and 4th lanes from the left. Traffic is heavy from before 3rd Ave. #KCBSTraffic #Waze",1
350,Sun Oct 27 05:26:58 +0000 2019,72898202,"#Petaluma Heavy traffic on Southbound #US101 from before E. Washington St to before San Antonio Rd. Also, see a rundown of #SonomaCounty road closures at: https://roadclosures-sonomacounty.hub.arcgis.com/ #KCBSTraffic",0
351,Sun Oct 27 05:24:12 +0000 2019,72898202,#CapitolCorridor delay! #KCBSTraffic,0
352,Sun Oct 27 05:23:26 +0000 2019,72898202,Good advice from Berkeley Police! #KCBSTraffic,0
353,Sun Oct 27 05:22:43 +0000 2019,72898202,#BayBridge Westbound #I80 slows from the Tunnel to the #US101 Central Freeway split in #SanFrancisco. #KCBSTraffic #Waze,0
354,Sun Oct 27 05:20:33 +0000 2019,72898202,#Fremont Southbound #I880 past Stevenson Blvd. Two car collision now on the right shoulder. #KCBSTraffic,0
355,Sun Oct 27 04:41:03 +0000 2019,72898202,Solano County Public Transit delays! #KCBSTraffic,0
356,Sun Oct 27 04:34:18 +0000 2019,72898202,#Geyserville Lytton Station Rd is closed and Healdsburg Ave is closed in #Healdsburg due to the #KincadeFire These are two of many road closures in #SonomaCounty. See a full list of road closures at: https://roadclosures-sonomacounty.hub.arcgis.com/ #KCBSTraffic,2
357,Sun Oct 27 04:21:55 +0000 2019,72898202,#Oakland Westbound #I80 before #I580. Crash involving a car that struck the center divider. Traffic is heavy from University Ave in #Berkeley #KCBSTraffic #Waze,0
358,Sun Oct 27 04:18:29 +0000 2019,72898202,#SanMateoBridge Westbound #SR92 before the Toll Plaza. Accident blocking the right lane is causing delays from Clawiter Rd. #KCBSTraffic,1
359,Sun Oct 27 03:59:51 +0000 2019,72898202,#Highway128 is closed between Tubbs Lane in #Calistoga and #US101 in #Geyserville due to the #KincadeFire. See a full list of road closures in Sonoma County at: https://roadclosures-sonomacounty.hub.arcgis.com/ #KCBSTraffic,2
360,Sun Oct 27 03:47:20 +0000 2019,72898202,#Saratoga Westbound #SR9 past Redwood Gulch. An earlier accident has cleared. All lanes are now open. #KCBSTraffic,0
361,Sun Oct 27 03:46:40 +0000 2019,72898202,Capitol Corridor update! #KCBSTraffic,0
362,Sun Oct 27 03:33:05 +0000 2019,72898202,#SantaClara Northbound #US101 slows from San Tomas Expressway to Great America Parkway. #KCBSTraffic #Waze,0
363,Sun Oct 27 03:02:46 +0000 2019,72898202,#BayBridge Westbound #I80 is still heavy from well before the #I880 overpass to the Toll Plaza. Metering Light are still ON. Traffic remains slow up the incline to the #US101 #CentralFreeway split in #SanFrancisco. #KCBSTraffic #Waze,0
364,Sun Oct 27 02:54:19 +0000 2019,72898202,A full rundown of Sonoma County road closures due to the #KincadeFire https://roadclosures-sonomacounty.hub.arcgis.com/ #KCBSTraffic,2
365,Sun Oct 27 02:52:52 +0000 2019,72898202,#CapitolCorridor delays! #KCBSTraffic,0
366,Sun Oct 27 02:43:42 +0000 2019,72898202,#Lafayette All lanes of Eastbound #SR24 are open while #BART does their track work. #KCBSTraffic,0
367,Sun Oct 27 02:42:18 +0000 2019,72898202,#Saratoga Westbound SR9 past Redwood Gulch. All lanes closed due to an injury accident. ALT route: Summit Rd (at Highway 17) turns into Highway 35; or from the lower Peninsula take El Monte Rd to Moody Rd to Page Mill Rd to Highway 35. #KCBSTraffic,2
368,Sun Oct 27 02:16:14 +0000 2019,72898202,#KincadeFire Current Sonoma County road closures: https://roadclosures-sonomacounty.hub.arcgis.com/ #KCBSTraffic,2
369,Sun Oct 27 02:15:10 +0000 2019,72898202,#KincadeFire Fire update. #KCBSTraffic,2
370,Sun Oct 27 02:14:22 +0000 2019,72898202,#KincadeFire update: Additional Evacuation Warning Issued. #KCBSTraffic,2
371,Sun Oct 27 02:13:24 +0000 2019,72898202,Information for #Novato residents. #KCBSTraffic,0
372,Sun Oct 27 01:43:47 +0000 2019,72898202,#EastshoreFreeway Westbound #I80 is heavy from Central Ave in #Richmond to a stalled car in the third lane from the left at University Ave in #Berkeley. #KCBSTraffic #Waze,1
373,Sun Oct 27 01:40:01 +0000 2019,72898202,#Sausalito Southbound #US101 from Rodeo Ave to the #GoldenGateBridge Toll Plaza. Expect a 16 min drive time. #KCBSTraffic #Waze,0
374,Sun Oct 27 01:36:23 +0000 2019,72898202,Attention Sonoma County residents! #KCBSTraffic,0
375,Sun Oct 27 01:34:38 +0000 2019,72898202,#KincadeFire Current Sonoma County road closures: https://roadclosures-sonomacounty.hub.arcgis.com/ #KCBSTraffic,2
376,Sun Oct 27 01:17:32 +0000 2019,72898202,#Lafayette Eastbound #SR24 at Oak Hill Rd. UPDATE: The #BART track work continues but the lane closures on #SR24 have been lifted. See the Weekend Events page for events that could affect your drive https://kcbsradio.radio.com/articles/news/san-francisco-bay-area-weekend-events-october-25-27 #KCBSTraffic,0
377,Sun Oct 27 01:04:02 +0000 2019,72898202,#SanMateoBridge Westbound #SR92 past the Toll Plaza. Four car crash has the second lane from the left blocked. Traffic is heavy approaching the scene. #KCBSTraffic #Waze,1
378,Sun Oct 27 00:56:37 +0000 2019,72898202,Update on #SR152 in #Gilroy #KCBSTraffic,0
379,Sun Oct 27 00:54:36 +0000 2019,72898202,#Lafayette Eastbound #SR24 the lane closures have been picked up. BART track work continues at the Lafayette #BART station. Traffic is still slow before and after Acalanes Rd. #KCBSTraffic,0
380,Sun Oct 27 00:44:35 +0000 2019,72898202,#KincadeFire road closures in Sonoma County: …http://dclosures-sonomacounty.hub.arcgis.com #KCBSTraffic,2
381,Sun Oct 27 00:38:13 +0000 2019,72898202,Message from the Marin County Sheriff,0
382,Sun Oct 27 00:26:37 +0000 2019,72898202,"#KincadeFire Road closures include Cloverdale Geysers Rd, Geysers Rd, Red Winery Rd, Alexander Mountain Rd, Pine Flat Rd., and all roads east of Hwy-101 in the Geyserville area. #KCBSTraffic",2
383,Sat Oct 26 23:45:51 +0000 2019,72898202,"The #SlowDown out of #Cotati and into #Petaluma is now only 10.5 miles long, and will take you 43 minutes long to get through. #KCBSTraffic",0
384,Sat Oct 26 23:44:17 +0000 2019,72898202,#MillValley #Accident 101 SB before 131. Right lane is blocked. #KCBSTraffic,1
385,Sat Oct 26 23:26:40 +0000 2019,72898202,#BayBridge #Accident 80 westbound before the Island. Reported as two cars and moving to the shoulder. #KCBSTraffic,0
386,Sat Oct 26 22:44:49 +0000 2019,72898202,Drivetime: Southbound Hwy 101 from Geyserville to #SantaRosa is around 25 minutes due to evacuation orders from ⁦@CAL_FIRE⁩. #KCBSTraffic,0
387,Sat Oct 26 22:41:21 +0000 2019,72898202,"#SantaRosa Southbound Hwy 101 before River Rd., 3 car accident blocking the left lane. #KCBSTraffic",1
388,Sat Oct 26 22:29:11 +0000 2019,72898202,"#Lafayette Eastbound Hwy 24 at Oak Hill Rd., 2 left lanes are closed due to BART roadwork at Lafayette BART station till 5PM today. Check out @KCBSAMFMTraffic Weekend Events Page for other events that could affect your drive.",0
389,Sat Oct 26 22:27:14 +0000 2019,72898202,Major road closures in Sonoma County around #Geyserville on Hwy 128 due to #KincadeFire courtesy of @CALFIRE_PIO.,2
390,Sat Oct 26 22:16:53 +0000 2019,72898202,#RoadClosures in #Sonoma Co due to the #KincadeFire Along Hwy 128: From Geyserville Ave to Pine Flat Rd Red Winery Rd is closed from Pine Flat Rd to Geysers Rd Lytton Station is closed at Lytton Springs Rd #KCBSTraffic,2
391,Sat Oct 26 22:15:29 +0000 2019,72898202,"@KCBSRadio is live &amp; local 24/7 Available on your radio at 106.9 FM &amp; 740 AM. Plus, we stream our local news around the clock through the @Radiodotcom app on your phone. Follow @KCBSRadio &amp; @KCBSAMFMTraffic for the latest updates on the evacuation and power outages .",0
392,Sat Oct 26 22:09:39 +0000 2019,72898202,Drivetime: Southbound Hwy 101 from #Geyserville to #SantaRosa is around 40 minute drive due to evacuation orders from ⁦@CAL_FIRE⁩. #KCBSTraffic,0
393,Sat Oct 26 21:56:38 +0000 2019,72898202,@KCBSAMFMTraffic has confirmed that @smarttrain is fully operational today. Check out link for last few trains departing in afternoon/evening today. http://www.sonomamarintrain.org/schedules-fares#wkndsouth,0
394,Sat Oct 26 21:24:38 +0000 2019,72898202,#RoadClosures in #Sonoma due to the #KincadeFire Along Hwy 128: From Geyserville Ave to Pine Flat Rd Red Winery Rd is closed from Pine Flat Rd to Geysers Rd Lytton Station is closed at Lytton Springs Rd #KCBSTraffic,2
395,Sat Oct 26 21:23:59 +0000 2019,72898202,Slow traffic on Southbound Hwy 101 from #Geyserville to #SantaRosa with a 45 minute drive time due to evacuation orders from ⁦@CAL_FIRE⁩. #KCBSTraffic,0
396,Sat Oct 26 21:15:44 +0000 2019,72898202,Thanks for update,0
397,Sat Oct 26 21:10:22 +0000 2019,72898202,Major road closures in Sonoma around #Geyserville on Hwy 128 &amp; Hwy 101 due to #KincadeFire courtesy of @CALFIRE_PIO.,2
398,Sat Oct 26 21:09:12 +0000 2019,72898202,"#Lafayette Eastbound Hwy 24 at Oak Hill Rd., 2 left lanes are closed due to BART roadwork at Lafayette BART station till 5PM today. Check out @KCBSAMFMTraffic Bob Pryor's Weekend Events Page for other events that could affect your drive. https://kcbsradio.radio.com/articles/news/san-francisco-bay-area-weekend-events-october-25-27",0
399,Sat Oct 26 20:40:44 +0000 2019,72898202,Heavy traffic around #PaloAlto &amp; Stanford University due to football game. Check out @KCBSAMFMTraffic Bob Pryor's Weekend Events Page for other events that could affect your drive. https://kcbsradio.radio.com/articles/news/san-francisco-bay-area-weekend-events-october-25-27,0
400,Sat Oct 26 20:25:33 +0000 2019,72898202,Road closures in Sonoma around #Geyserville on Hwy 128 &amp; Hwy 101 due to #KincadeFire courtesy of @CALFIRE_PIO.,2
401,Sat Oct 26 20:09:31 +0000 2019,72898202,Drivetime: Southbound Hwy 101 from #Geyserville to #SantaRosa is about a 45 minute drive due to evacuation orders from Cal Fire. #KCBSTraffic,0
402,Sat Oct 26 20:01:53 +0000 2019,72898202,#RoadClosures in #Sonoma due to the #KincadeFire Along Hwy 128: From Geyserville Ave to Pine Flat Rd Red Winery Rd is closed from Pine Flat Rd to Geysers Rd Lytton Station is closed at Lytton Springs Rd &amp; All roads east of Hwy 101 in the Geyserville area #KCBSTraffic,2
403,Sat Oct 26 19:54:58 +0000 2019,72898202,"#SanMateo Northbound Hwy 101 before Peninsula Ave., 2 vehicle accident blocking the 2nd lane from the left. #KCBSTraffic",1
404,Sat Oct 26 19:52:15 +0000 2019,72898202,"#Lafayette Eastbound Hwy 24 before Acalanes Rd., 2 car accident blocking the 2nd lane from gathering left. BART trainwork closing the 2 left lanes at Oak Hill Rd. till 5PM today. #KCBSTraffic",1
405,Sat Oct 26 19:43:56 +0000 2019,72898202,Road closures in Sonoma Co. around #Geyserville on Hwy 128 &amp; Hwy 101 due to #KincadeFire courtesy of @CALFIRE_PIO.,2
406,Sat Oct 26 19:42:36 +0000 2019,72898202,Ongoing coverage of PG&E power outages this weekend on 106.9 FM &amp; 740 AM and streaming on phones &amp; smart speakers via @Radiodotcom.,0
407,Sat Oct 26 19:39:51 +0000 2019,72898202,"Eastbound Hwy 24 at Oak Hill Rd., 2 left lanes are closed due to BART roadwork till 5PM today. Check out @KCBSAMFMTraffic Bob Pryor's Weekend Update for other events that could affect your drive.",0
408,Sat Oct 26 19:31:11 +0000 2019,72898202,Slow traffic on Southbound Hwy 101 due to evacuation orders from #Geyserville to #SantaRosa with about a 45 minute drive time. #KCBSTraffic,0
409,Sat Oct 26 19:17:14 +0000 2019,72898202,#RoadClosures in #Sonoma due to the #KincadeFire Along Hwy 128: From Geyserville Ave to Pine Flat Rd Red Winery Rd is closed from Pine Flat Rd to Geysers Rd. Lytton Station is closed at Lytton Springs Rd. &amp; All roads east of Hwy 101 in the Geyserville area. #KCBSTraffic,2
410,Sat Oct 26 19:01:01 +0000 2019,72898202,"#Cupertino Southbound Hwy 85 to Southbound Hwy 280 connector, 2 car accident blocking the left lane on the connector. Traffic backed up mile from the connector. #KCBSTraffic",1
411,Sat Oct 26 18:43:49 +0000 2019,72898202,Road closures in Sonoma County around #Geyserville on Hwy 128 &amp; Hwy 101 due to #KincadeFire courtesy of @CALFIRE_PIO.,2
412,Sat Oct 26 18:36:54 +0000 2019,72898202,"#BayBridge Westbound I-80 before Treasure Island, 2 car accident blocking the left lane. #KCBSTraffic #Waze",1
413,Sat Oct 26 18:27:42 +0000 2019,72898202,"#Livermore Westbound Hwy 580 before North Livermore, 5 vehicle accident 2 vehicles blocking the center divider and three cars blocking the right shoulder.",1
414,Sat Oct 26 18:24:14 +0000 2019,72898202,Major road closures in Sonoma County around #Geyserville on Hwy 128 &amp; Hwy 101 due to #KincadeFire courtesy of @CALFIRE_PIO.,2
415,Sat Oct 26 18:16:36 +0000 2019,72898202,"#Sunol Northbound Hwy 680 before Sheridan Rd., stalled car blocking the right lane.Traffic is backed up for one mile from the scene. #KCBSTraffic",1
416,Sat Oct 26 17:56:32 +0000 2019,72898202,"#SanJose Southbound Hwy 101 before Montague Expressway, solo car accident blocking the 2 right lanes. #KCBSTraffic",1
417,Sat Oct 26 17:55:07 +0000 2019,72898202,"KCBS Special Traffic Alert still in effect till around noon today in #Gilroy #Highway152 has been closed in both directions at Holsclaw Rd, due to a car accident that downed a power pole.",0
418,Sat Oct 26 17:33:44 +0000 2019,72898202,"#Hayward Southbound Hwy 880 at Winton Ave. offramp, 2 car accident blocking the Winton offramp. #KCBSTraffic #Waze",1
419,Sat Oct 26 17:27:00 +0000 2019,72898202,In regards to evacuation orders in Sonoma County.,0
420,Sat Oct 26 17:24:47 +0000 2019,72898202,"#Lafayette Eastbound Hwy 24 at Oak Hill Rd., 2 car accident blocking the center divider. 2 left lanes are closed due to BART roadwork at Lafayette BART station till 5PM today. #KCBSTraffic #Waze",1
421,Sat Oct 26 17:23:39 +0000 2019,72898202,All major road closures in Sonoma County around #Geyserville on Hwy 128 &amp; Hwy 101 due to #KincadeFire courtesy of @CALFIRE_PIO.,2
422,Sat Oct 26 16:48:18 +0000 2019,72898202,"#SouthSanFrancisco Northbound Hwy 280 before Westborough Blvd., there's a pot hole on the 2 left lanes. Caltrans may run a traffic break in area. #KCBSTraffic",0
423,Sat Oct 26 16:42:17 +0000 2019,72898202,"Eastbound Hwy 24 at Oak Hill Rd., 2 left lanes are closed due to BART roadwork till 5PM today.",0
424,Sat Oct 26 16:19:43 +0000 2019,72898202,"#SanMateoBridge Westbound 92 at the high rise, stalled car is blocking the right lane. #KCBSTraffic",1
425,Sat Oct 26 16:08:45 +0000 2019,72898202,All major road closures in Sonoma County on Hwy 128 & Hwy 101 due to #KincadeFire courtesy of @CALFIRE_PIO.,2
426,Sat Oct 26 15:51:36 +0000 2019,72898202,"#SanMateo Northbound Hwy 101 before Hillsdale Blvd., 2 vehicle accident (big rig vs car) blocking the right lane. Traffic backed up over 1/2 mile from the scene. #KCBSTraffic",1
427,Sat Oct 26 15:41:43 +0000 2019,72898202,#RoadClosures in #Sonoma due to the #KincadeFire Hwy 128 From Geyserville Ave to Pine Flat Rd Red Winery Rd is closed from Pine Flat Rd to Geysers Rd. Lytton Station is closed at Lytton Springs Rd. All roads east of Hwy-101 in the Geyserville area. #KCBSTraffic,2
428,Sat Oct 26 15:37:47 +0000 2019,72898202,"KCBS Special Traffic Alert still in effect till around noon today in #Gilroy #Highway152 has been closed in both directions at Holsclaw Rd, due to a car crash that downed a power pole.",0
429,Sat Oct 26 11:35:36 +0000 2019,72898202,#SanJose #Highway880 Southbound 880 at the Alameda--A crash involving a car on its roof blocks the two right lanes. #KCBSTraffic,1
430,Sat Oct 26 10:15:22 +0000 2019,72898202,#Oakland #Highway24 Eastbound 24 inside the left hand bore of the Caldecott Tunnel---A stall blocks the second lane from the left. #KCBSTraffic,1
431,Sat Oct 26 09:48:24 +0000 2019,72898202,"**********KCBS TRAFFIC ALERT**** #Gilroy #Highway152 Highway 152 has been closed in both directions at Holsclaw Rd, just west of Frasier Lake Rd., in the wake of a crash involving a car that downed a power pole. The CHP says that the closure could last 8-10 hours. #KCBSTraffic",0
432,Sat Oct 26 07:43:42 +0000 2019,72898202,#SanFrancisco #19thAvenue #Highway1 A multi-car crash has 19th Avenue closed in both directions between Holloway Avenue &amp; Sloat Blvd. Serious Injuries are involved. #KCBSTraffic,0
433,Sat Oct 26 06:55:30 +0000 2019,72898202,#Bay Bridge #Highway80 Eastbound 80 traffic slows in San Francisco from 4th St. to the San Francisco Anchorage in advance of roadwork slated to close the three left lanes on the lower deck to the Tunnel. #KCBSTraffic,0
434,Sat Oct 26 06:25:53 +0000 2019,72898202,"#KincaidFire #Geyserville #Kellog #Calistoga #Middletown CalFire has announced new road closures &amp; evacuations in the midst of the Kincaid Fire, including parts of Ida Clayton Rd., Highland Ranch Rd., Campbell Road &amp; Lakeview Rd. #KCBSTraffic",0
435,Sat Oct 26 05:22:54 +0000 2019,72898202,Crews are striping the asphalt on #I80 westbound and traffic is very slow from #SanPabloDamRoad to #CuttingBlvd. #KCBSTraffic,0
436,Sat Oct 26 05:21:29 +0000 2019,72898202,The tunnels will stay open. #KCBSTraffic,0
437,Sat Oct 26 03:57:16 +0000 2019,72898202,Highway 1 is OPEN! Muir Fire contained. KCBSTraffic,0
438,Sat Oct 26 03:53:29 +0000 2019,72898202,A very bad crash is blocking southbound #Hwy101 at #Ralston in #Belmont. The 2 left lanes are open but traffic is at a near standstill from Hillsdale. #KCBSTraffic,1
439,Sat Oct 26 03:03:29 +0000 2019,72898202,#Richmond #I80 eastbound before #SanPabloDamRoad a 3-car crash is blocking the right lanes. Traffic is very slow from #Carlson. #KCBSTraffic,1
440,Sat Oct 26 01:52:28 +0000 2019,72898202,Very slow ride on the #BayBridge westbound from the toll plaza to #Hwy101. Now there's a stall in the left lane past #TreasureIsland. #KCBSTraffic,0
441,Sat Oct 26 01:21:16 +0000 2019,72898202,#CaldecottTunnel Callers report the lights are out in the eastbound bores. Headlights on! #KCBSTraffic,0
442,Sat Oct 26 01:16:05 +0000 2019,72898202,#Vallejo A new crash is blocking the left lane on #I80 eastbound before #RedwoodParkway. #KCBSTraffic,1
443,Sat Oct 26 00:45:00 +0000 2019,72898202,"#SanFrancisco has joined the party with a pair of accidents. The first #accident is 101 NB before 280. 2 cars, ambluance rolling, &amp; the 2nd lane from the left blocked. The second is 101 SB after Cesar Chavez, blocking the right lane. #KCBSTraffic",1
444,Sat Oct 26 00:26:08 +0000 2019,72898202,#SanMateoBridge #Accident 92 EB before the toll plaza. 2 cars involved. Off to the right shoulder. #KCBSTraffic #Waze,1
445,Sat Oct 26 00:11:27 +0000 2019,72898202,#SanMateo There's a #stall on the connector ramp from 101 SB to 92 EB as you head towards the #SanMateoBridge. The left lane is blocked. #KCBSTraffic,1
446,Sat Oct 26 00:09:18 +0000 2019,72898202,"#Accident reported 92 eastbound before the high rise of the #SanMateoBridge. Not blocking, yet. #KCBSTraffic #Waze",0
447,Sat Oct 26 00:05:27 +0000 2019,72898202,"#WalnutCreek #Accident 680 NB before 24. Not many details in at the moment, but it is reported as on the shoulder. #KCBSTraffic",0
448,Sat Oct 26 00:03:59 +0000 2019,72898202,"#SanJose #Accident 880 SB before 101, leaving the 2nd lane from the left blocked. You're slow from 237. #KCBSTraffic",1
449,Fri Oct 25 23:58:48 +0000 2019,72898202,#SanMateoBridge #Accident 92 Eastbound at Midspan. Not said to be blocking. #KCBSTraffic,0
450,Fri Oct 25 23:33:03 +0000 2019,72898202,"#Hayward #Accident 880 SB before A St. 2 cars involved, but the good news is they're off to the right hand shoulder. #KCBSTraffic #Friday",1
451,Fri Oct 25 23:31:35 +0000 2019,72898202,"#Oakland #Accident 24 EB on connector to NB 13. 2 cars, off to the shoulder. #KCBSTraffic",0
452,Fri Oct 25 23:24:57 +0000 2019,72898202,#Fremont #Accident 680 SB at North Mission. Right lane blocked. #KCBSTraffic,1
453,Fri Oct 25 23:20:53 +0000 2019,72898202,THE #CHP got this #accident CLEAR 680 SB after Rudgear Rd in #WalnutCreek #KCBSTraffic,0
454,Fri Oct 25 23:18:15 +0000 2019,72898202,#SanJose #Accident 280 NB after Race St. Motorcycle involved. Right lane blocked. #KCBSTraffic,1
455,Fri Oct 25 23:12:01 +0000 2019,72898202,#LosGatos #Accident 17 SB after 85. No details in yet. #KCBSTraffic,0
456,Fri Oct 25 23:05:43 +0000 2019,72898202,***UPDATE*** The three left lanes are now blocked in #WalnutCreek after this #accident 680 SB after Rudgear Rd. #KCBSTraffic,1
457,Fri Oct 25 23:03:28 +0000 2019,72898202,We're getting first reports of an #accident 580 EB after North Livermore Ave. Unknown if blocking. #KCBSTraffic,0
458,Fri Oct 25 22:54:53 +0000 2019,72898202,We’re watching traffic continue to build along 680 SB in #WalnutCreek as a result of an earlier #accident after Rudgear Rd that has the left lane blocked. #KCBSTraffic #Waze,1
459,Fri Oct 25 22:51:44 +0000 2019,72898202,#Sonoma #Accident 121 at 116. 2 cars involved. Not blocking. #KCBSTraffic,1
460,Fri Oct 25 22:35:19 +0000 2019,72898202,New #Accident in #WalnutCreek 680 SB after rudgear. 2 cars involved. Left lane blocked. #KCBSTraffic,1
461,Fri Oct 25 22:31:50 +0000 2019,72898202,#RoadClosures in #Sonoma due to the #KincadeFire 128 is closed between Tubbs Lane and 101. Red Winery Rd is closed from Pine Flat Rd to Geysers Rd. Lytton Station is closed at Lytton Springs Rd. Healdsburg Ave is closed at Alexander Valley Rd. #KCBSTraffic,2
462,Fri Oct 25 22:14:24 +0000 2019,72898202,#Oakland #Accident 580 EB before Fruitvale Ave. Second lane from the left is blocked. #KCBSTraffic,1
463,Fri Oct 25 21:59:52 +0000 2019,72898202,#SanMateoBridge A car is stopped 92 EB before the Toll Plaza. Not clear if blocking. #KCBSTraffic,0
464,Fri Oct 25 21:50:50 +0000 2019,72898202,#Concord #Accident 4 EB at 242. Left lane blocked. #KCBSTraffic,1
465,Fri Oct 25 21:41:00 +0000 2019,72898202,"#WalnutCreek #Accident 680 SB after Rudgear Rd. 4 cars involved, all off to the shoulder. #KCBSTraffic",0
466,Fri Oct 25 21:32:01 +0000 2019,72898202,#Berkeley #Accident 80 WB before Ashby. 2 cars. Both on shoulder. #KCBSTraffic,0
467,Fri Oct 25 21:28:53 +0000 2019,72898202,#SanLeandro Getting reports of an #accident from the #KCBSPhoneForce on 880 NB after Washington. Motorcycle invovled. Left lane blocked. #KCBSTraffic,1
468,Fri Oct 25 21:19:59 +0000 2019,72898202,#Concord #Accident 680 NB before Concord Ave involving two cars. Neither are blocking. #KCBSTraffic,1
469,Fri Oct 25 21:14:06 +0000 2019,72898202,Updated info on #RoadClosures in #Sonoma due to the #KincadeFire 128 is closed between Tubbs Lane and 101. Red Winery Rd is closed from Pine Flat Rd to Geysers Rd. Lytton Station is closed at Lytton Springs Rd. Healdsburg Ave is closed at Alexander Valley Rd. #KCBSTraffic,2
470,Fri Oct 25 20:51:42 +0000 2019,72898202,"You will encounter delays on the lower deck of the #RichmondSanRafaeBridge 580 EB before midspan, due to some hanging debris. CHP will run a traffic break to clear. #KCBSTraffic",0
471,Fri Oct 25 20:33:58 +0000 2019,72898202,There’s a stalled #BigRig blocking the right lane in #CastroValley 580 EB before Redwood Rd and contributing to slow traffic. #KCBSTraffic #waze,1
472,Fri Oct 25 20:30:20 +0000 2019,72898202,"Slow #traffic isn't fun, BUT when it's the #CHP removing metal debris that could've otherwise really messed up your day, we'll allow it. The CHP is doing just that in #Oakland 880 SB at High St, so if traffic comes to a halt, that's why! #KCBSTraffic #Friyay",0
473,Fri Oct 25 20:21:59 +0000 2019,72898202,There's an overheating car blocking the right lane of the lower deck of the #BayBridge 80 eastbound before Treasure Island. #CHP and bridge crews are heading there. #KCBSTraffic,1
474,Fri Oct 25 20:09:59 +0000 2019,72898202,"#SanJose #Accident 101 SB before Oakland Road, a motorcycle involved accident has the two left lanes blocked. Traffic is quickly stacking. #KCBSTraffic",1
475,Fri Oct 25 20:04:25 +0000 2019,72898202,"As you head into #SanFrancisco on this beautiful #Friday afternoon, be advised there is slowing, 80 westbound, from the Island into the city. #KCBSTraffic",0
476,Fri Oct 25 19:57:06 +0000 2019,72898202,SantaCruzMountains southbound 17 near Glenwood a crash is blocking the left lane and backing traffic up over the summit. KCBSTraffic.,1
477,Fri Oct 25 19:16:51 +0000 2019,72898202,"#SanFrancisco: Slow going on NB Hwy-101 all along #CandlestickCauseway; slows again on I-80/The Eastbound Skyway, almost to the #LowerDeck. The westbound Skyway slows from the Bay Bridge to Hwy-101. #KCBSTraffic #Waze",0
478,Fri Oct 25 18:45:19 +0000 2019,72898202,Capitol Corridor Train delayed in Martinez due to law enforcement activity. No further info on this yet:,0
479,Fri Oct 25 18:33:12 +0000 2019,72898202,"#SanLorenzo toward #Castro Valley: SB I-238 before Mission Blvd, crash cleared and traffic is just about recovered. Give it a few more minutes and we’ll be all good. #KCBSTraffic",0
480,Fri Oct 25 17:47:24 +0000 2019,72898202,"#SanLorenzo toward #Castro Valley: SB I-238 before Mission Blvd, a bad 2-car injury crash blocks the 2 right lanes (leaving only the left lane open). Traffic backed up onto NB-880 nearly to Winton Ave; onto SB-880 close to 2 miles. #KCBSTraffic #Waze",1
481,Fri Oct 25 15:29:33 +0000 2019,72898202,#Hayward southbound 880 before Whipple a crash has the left lane blocked. #KCBSTraffic,1
482,Fri Oct 25 15:27:09 +0000 2019,72898202,#SanJose northbound 85 at Alamaden Expressway a crash has the two left lanes blocked. Overturned car involved. #KCBSTraffic,1
483,Fri Oct 25 15:01:43 +0000 2019,72898202,"Never much of a “Friday light” on the California Delta Hwy: Westbound Hwy-4 gears down just past Railroad Ave in #Pittsburg, stays heavy &amp; slow out to Willow Pass Rd in #Concord. #KCBSTraffic #Waze",0
