,date,id,tweet,cluster,class
312,Tue Nov 26 17:13:10 +0000 2019,72898202,Slow traffic continues getting through #SanFrancisco on northbound 101 and 280. #KCBSTraffic #Waze,1,0
313,Tue Nov 26 16:58:47 +0000 2019,72898202,"#Milpitas into #SanJose: Slow traffic on the SB I-880 ramp to WB Hwy-237, continues slow out to Zanker Road. Past that? You’re flying all the way to Hwy-101 in #Sunnyvale. #KCBSTraffic #Waze",1,0
314,Tue Nov 26 16:46:08 +0000 2019,72898202,Winterizing Your Car After Wildfires https://kcbsradio.radio.com/articles/news/cars-from-fire-zones-need-special-winterizing-due-to-smoke,1,0
315,Tue Nov 26 16:15:29 +0000 2019,72898202,Yay! Free parking Thursday in #SanFrancisco!,1,0
316,Tue Nov 26 16:11:09 +0000 2019,72898202,#SanJose Update: Northbound 280 before #Saratoga Ave a crash has cleared and traffic has mostly recovered in the area – now just slow/sluggish from Almaden Expwy toward Union Ave. #KCBSTraffic,1,1
317,Tue Nov 26 16:00:22 +0000 2019,72898202,"#Oakland: WB I-580 before High Street, left-lane crash has traffic backed up well before 98th Ave/Golf Links Rd. Call it 3.7 miles. #KCBSTraffic #Waze",0,1
318,Tue Nov 26 15:44:20 +0000 2019,72898202,"If flying is on the agenda today, plan in advance. Denver is one hub experiencing major issues due to weather today. More hubs could be affected as the week progresses, including of course, #SFO.",1,0
319,Tue Nov 26 15:34:21 +0000 2019,72898202,Minor #BART delays.,1,0
320,Tue Nov 26 15:33:03 +0000 2019,72898202,#SanJose northbound 280 before #Saratoga Ave a crash has the third lane from the left blocked and traffic backed up behind it. #KCBSTraffic,0,1
321,Tue Nov 26 15:32:26 +0000 2019,72898202,"Eastbound #BayBridge at the entrance to the #LowerDeck, crash CLEARED, only the left lane remains unavailable (and that’s only due to the normal road work). HOWEVER, traffic is backed up onto NB Hwy-101 from I-280. #KCBSTraffic #Waze",0,1
322,Tue Nov 26 14:52:40 +0000 2019,72898202,"#Eastbound #BayBridge just after the entrance to the #LowerDeck, 2 right lanes blocked by a crash involving a taxi, a pickup truck, &amp; a small box truck. #TrafficAlert issued. Traffic is backed up from before the 1st Street on-ramp &amp; growing. #KCBSTraffic #Waze",0,1
323,Tue Nov 26 14:38:00 +0000 2019,72898202,#Hayward: First reports of a crash with a motorcycle and a car blocking the two left lanes southbound 880 before Winton. #KCBSTraffic,0,1
324,Tue Nov 26 14:08:21 +0000 2019,72898202,"#Hayward: WB Hwy-92 on the approach to the #SanMateoBridge toll plaza, 3 car accident blocking 2nd lane from the left. Traffic slows from Clawiter Rd to the pay gates. #KCBSTraffic #Waze",0,1
325,Tue Nov 26 13:47:41 +0000 2019,72898202,"#Tracy: WB I-205 slows from 11th Street onto WB I-580 in the #AltamontPass, picks up (as usual) about a mile past Grant Line Road. #KCBSTraffic #Waze",1,0
326,Tue Nov 26 13:35:10 +0000 2019,72898202,#SanJose: Santa Clara Street is closed between 7th and 9th Streets due to police activities. Avoid the area for the time being. #KCBSTraffic,1,0
327,Tue Nov 26 11:59:42 +0000 2019,72898202,#Oakland #Orinda - Hwy-24 Eastbound in the #CaldecottTunnel - There is a stall in the right bore blocking the left lane. Expect minor delays in the tunnel. #KCBSTraffic,0,1
328,Tue Nov 26 09:44:57 +0000 2019,72898202,#MenloPark #RedwoodCity - Hwy-101 Northbound Between #WillowRd and #WhippleAve - Only the right lane is open due to construction. Expect minor delays. Photo: @CaltransHQ #KCBSTraffic,1,0
329,Tue Nov 26 09:20:22 +0000 2019,72898202,#KCBSTraffic Update - All lanes are reportedly clear.,1,0
330,Tue Nov 26 08:52:08 +0000 2019,72898202,#SanLeandro – I-580 Westbound Before #164thAve – A stalled car is out of gas in the right lane. A tow truck is being requested. CHP is getting ready to run a traffic break. #KCBSTraffic,1,0
331,Tue Nov 26 08:49:37 +0000 2019,72898202,#BayBridge - I-80 Westbound Before #TreasureIsland #YerbaBuenaIsland - The 3 left lanes are blocked for bridge maintenance. Expect minor delays. Photo: @CaltransHQ #KCBSTraffic,0,1
332,Tue Nov 26 08:24:25 +0000 2019,72898202,#Fremont - I-880 Southbound Between #AlvaradoBlvd and #DecotoRd #Hwy84 - The 3 right lanes are blocked for highway construction. Use #FremontBlvd to reach Decoto. You can easily access 880 or 84 from there. Photo: @waze #KCBSTraffic,0,1
333,Tue Nov 26 08:06:52 +0000 2019,72898202,#SanFrancisco #SF - I-80 Eastbound on the #BayBridge - At least the 2 right lanes are blocked on the approach to the bridge. Expect heavy delays from #4thSt #FourthSt. Photo: @CaltransHQ #KCBSTraffic,0,1
334,Tue Nov 26 03:17:47 +0000 2019,72898202,#SanJose #Hwy237 eastbound after #GreatAmericaParkway. The 2nd lane from the left is blocked. #KCBSTraffic,0,1
335,Tue Nov 26 02:51:04 +0000 2019,72898202,A new crash in #SanMateo #101southbound before 92. 3 vehicles are blocking the right lane. #KCBSTraffic,0,1
336,Tue Nov 26 02:27:30 +0000 2019,72898202,Free street parking in San Francisco #Thankful! #KCBSTraffic,1,0
337,Tue Nov 26 02:22:25 +0000 2019,72898202,"#BayBridge #I80 eastbound past the last SF exit, the right lane is blocked with a stall. Traffic is backed up on #Hwy101 northbound from before #CesarChavez. #KCBSTraffic",0,1
338,Tue Nov 26 02:09:55 +0000 2019,72898202,#SanJose a Mustang and a motorcyle have crashed on #I280 southbound before #11thStreet. An ambulance is on the way. #KCBSTraffic,1,1
339,Tue Nov 26 01:42:51 +0000 2019,72898202,"#Oakland #Hwy24 eastbound at #Broadway, the crash has been cleared to the center divide. #WAZE #KCBSTraffic",1,1
340,Tue Nov 26 01:20:55 +0000 2019,72898202,"#Albany #I80 westbound at the Albany exit, all lanes are open. The crash has been cleared. #WAZE #KCBSTraffic",1,1
341,Tue Nov 26 01:07:49 +0000 2019,72898202,"The crash on the #SanMateoBridge, #Hwy92 eastbound has been cleared, but traffic is still heavy eastbound 92. #WAZE #KCBSTraffic",1,1
342,Tue Nov 26 00:45:59 +0000 2019,72898202,#Albany #I80 westbound at the Albany exit. All lanes shut down for an injury crash. Traffic is diverted off at the Albany exit. No estimated time for re-opening. #WAZE #KCBSTraffic,1,1
343,Mon Nov 25 23:44:11 +0000 2019,72898202,"#SanRamon #Danville #I680 northbound at #SycamoreValleyRoad, a crash is blocking the 2nd lane from the left. #WAZE #KCBSTraffic",0,1
344,Mon Nov 25 23:21:43 +0000 2019,72898202,"#Richmond #I80 eastbound at #SolanoAve, all lanes open. The crash has been cleared. #WAZE #KCBSTraffic",1,1
345,Mon Nov 25 22:45:24 +0000 2019,72898202,Thanks Dan!,1,0
346,Mon Nov 25 22:24:11 +0000 2019,72898202,"#Manteca #Hwy120 eastbound at #MainStreet, the right lane is blocked by a crash involving 2 big rigs and 2 cars. #WAZE #KCBSTraffic",0,1
347,Mon Nov 25 21:57:10 +0000 2019,72898202,"#CorteMadera Crash is now on the shoulder of #Hwy101 north just before Lucky Drive, traffic is backed up to the Richardson Bay Bridge #Waze #KCBSTraffic",1,1
348,Mon Nov 25 21:31:14 +0000 2019,72898202,"#Oakland #Hwy13 northbound past #Moraga/Thornhill, all lanes are open. The crash involving an overturned dump truck has been cleared. #WAZE #KCBSTraffic",1,1
349,Mon Nov 25 21:16:12 +0000 2019,72898202,"#Oakland #Hwy13 northbound past #Moraga/Thornhill, all lanes blocked by a crash involving an overturned dump truck. No estimated time for reopening. Traffic is getting by on the right shoulder. #WAZE #KCBSTraffic",0,1
350,Mon Nov 25 20:53:03 +0000 2019,72898202,"#BayPoint: WB Hwy-4 before Bailey Ave, the car fire is out and all lanes are open. #KCBSTraffic #Waze",1,0
351,Mon Nov 25 20:24:48 +0000 2019,72898202,"#BayPoint: WB Hwy-4 before Bailey Ave, two right lanes blocked due to a car fire that’s now OUT. Traffic is backed up over 2 miles, from before Railroad Ave. #KCBSTraffic #Waze",0,1
352,Mon Nov 25 20:20:34 +0000 2019,72898202,#Hayward: SB I-880 slows fro. Tennyson Rd to Industrial Parkway due to an earlier crash. #KCBSTraffic #Waze,1,1
353,Mon Nov 25 20:15:00 +0000 2019,72898202,Tuesday Night Storm Likely To Affect Holiday Travel,1,0
354,Mon Nov 25 20:11:00 +0000 2019,72898202,#BART is speeding up the timetable to install more secure fare gates throughout the system. @KCBSRadio Bob Butler reports the goal is to reduce the number of people who jump the fare gates and ride for free,1,0
355,Mon Nov 25 19:20:58 +0000 2019,72898202,Crash has been cleared on Hwy-92 and traffic is recovering trying to get in and out of #HalfMoonBay. #KCBSTraffic,1,1
356,Mon Nov 25 19:06:32 +0000 2019,72898202,#MUNI delays,1,0
357,Mon Nov 25 19:06:12 +0000 2019,72898202,#Gilroy southbound 101 before Masten #Caltrans is doing pothole repair in the right lane slowing traffic out of #MorganHill. #KCBSTraffic,1,0
358,Mon Nov 25 19:05:24 +0000 2019,72898202,1-way traffic control continues on Hwy-92 and traffic is still jammed packed in both directions trying to get in and out of #HalfMoonBay. #KCBSTraffic,1,1
359,Mon Nov 25 17:58:48 +0000 2019,72898202,1-way traffic control continues on Hwy-92 between Pilarcitos Creek and the Dumps due to an injury accident involving an overturned pickup truck. Big delays both directions. #HalfMoonBay #KCBSTraffic,1,1
360,Mon Nov 25 17:35:00 +0000 2019,72898202,#Thanksgiving travel will likely be impacted by storms across the country this week. @KCBSRadio Bob Butler says the first significant storm of the season could linger over the #BayArea from Tuesday night through the holiday.,1,0
361,Mon Nov 25 17:12:00 +0000 2019,72898202,#BART Rushes To Introduce Gates,1,0
362,Mon Nov 25 17:04:11 +0000 2019,72898202,#Hayward southbound 880 at Whipple there is a new crash blocking the two left lanes. #KCBSTraffic,0,1
363,Mon Nov 25 17:03:47 +0000 2019,72898202,For the #HalfMoonBay commute there is an overturned pickup truck westbound 92 between Pilarcitos Creek and the dump causing delays in both directions. #KCBSTraffic,1,0
364,Mon Nov 25 16:40:45 +0000 2019,72898202,"#Oakland: WB I-580 after Fruitvale Ave, injury crash is being cleared to the shoulder. Emergency crews on scene. Traffic is backed up solidly, almost to Hwy-13. #KCBSTraffic #Waze",1,1
365,Mon Nov 25 16:16:48 +0000 2019,72898202,"#Albany: WB I-80 approaching the Albany exit, a hit-&amp;-run injury accident involving a motorcycle that was hit by a big rig has now been CLEARED from the lanes. #Traffic Alert canceled. Traffic remains slow from before El Portal Drive in #Richmond past #Carlson Blvd. #KCBSTraffic",1,1
366,Mon Nov 25 16:15:21 +0000 2019,72898202,Troubles for the southbound 880 drive. In #Oakland a crash is still blocking the left lane before High Street. Traffic slow in both directions. A new crash SB 880 before 92 blocks the left lane in #Hayward. A crash has the 2nd lane from the left is blocked near Decoto in #Fremont,0,1
367,Mon Nov 25 15:51:26 +0000 2019,72898202,Little bit of a delay for #BART Antioch Line passengers to the Peninsula:,1,0
368,Mon Nov 25 15:45:23 +0000 2019,72898202,"#Oakland: SB I-880 before High Street, 3 car injury crash blocks the left lane. Traffic is backed up from 16th Ave and growing. NB lookie-loo backup from the #OaklandColiseum. #KCBSTraffic #Waze",0,1
369,Mon Nov 25 15:25:33 +0000 2019,72898202,"#Albany: WB I-80 approaching the Albany exit, a hit-&amp;-run injury accident involving a big rig (that ran) and a motorcycle blocks thee 3 left lanes. #TrafficAlert issued. Traffic is backed up almost to El Portal Drive in #Richmond. #KCBSTraffic #Waze",0,1
370,Mon Nov 25 14:51:31 +0000 2019,72898202,"#Fairfield: WB I-80 before Manuel Campos Parkway, a 2 car accident blocks the left lane. Traffic is backed up from well before Lagoon Valley Rd, into Vacaville (about three-&amp;-a-half miles, all told). #KCBSTraffic #Waze",0,1
371,Mon Nov 25 14:41:48 +0000 2019,72898202,Could be tough on the roads heading into the holiday.,1,0
372,Mon Nov 25 14:26:00 +0000 2019,72898202,#CapitolCorridor has canceled a Sacramento-bound train due to mechanical problems. Passengers will be on the the follow-on train:,1,0
373,Mon Nov 25 14:18:06 +0000 2019,72898202,#AltamontPass: WB I-580 before Grant Line Rd: A stalled big rig blocks the right lane. Traffic is already solid on WB I-205 from Naglee Rd in #Tracy. This new stall won’t help. #KCBSTraffic #Waze,0,1
374,Mon Nov 25 14:15:00 +0000 2019,72898202,Tuesday Night Storm Likely To Affect #HolidayTravel https://kcbsradio.radio.com/media/audio-channel/tuesday-night-storm-likely-to-affect-holiday-travel,1,0
375,Mon Nov 25 13:49:55 +0000 2019,72898202,#BART is speeding up the timetable to install more secure fare gates throughout the system. @KCBSRadio Bob Butler reports the goal is to reduce the number of people who jump the fare gates and ride for free. https://kcbsradio.radio.com/media/audio-channel/bart-rushes-to-introduce-gates,1,0
376,Mon Nov 25 13:38:43 +0000 2019,72898202,"Today thru Wed., BART is cancelling the 6:59am & 7:30am extra commute trains from North Concord, and the 4:49pm & 5:14pm trains from Daly City, due to expected lower commute ridership. BART will run longer trains all day on lines serving both SFO & Oakland International Airport.",1,0
377,Mon Nov 25 13:32:46 +0000 2019,72898202,"#Tracy: Westbound I-205 gears down just past Naglee Road, stays solid onto westbound I-580 in the #AltamontPass. Traffic picks up a little over a mile past Grant Line Road. #KCBSTraffic #Waze",1,0
378,Mon Nov 25 12:40:49 +0000 2019,72898202,#BayBridge - I-80 Westbound After #TreasureIsland #YerbaBuenaIsland - The 2 right lanes are blocked for bridge maintenance. You also have a stalled garbage truck blocking the right lane after the cones. Photo: @waze #KCBSTraffic,0,1
379,Mon Nov 25 11:20:16 +0000 2019,72898202,#SanJose – Hwy-101 Southbound Before #BrokawRd – A crash is blocking the slow lane. The #TechnologyPl on-ramp is blocked. CHP is running a traffic break. #KCBSTraffic,0,1
380,Mon Nov 25 08:19:57 +0000 2019,72898202,#RedwoodCity #MenloPark - Hwy-101 Southbound Between #WhippleAve and #WillowRd - At least the 2 left lanes are blocked due to construction. Use #ElCaminoReal or #I280 as an alternate. Photo: @CaltransHQ #KCBSTraffic,0,1
381,Mon Nov 25 08:15:40 +0000 2019,72898202,#Fremont - I-880 Southbound Between #AlvaradoBlvd and #Hwy84 #DecotoRd - The 3 left lanes are blocked for highway construction. Traffic is extremely heavy in the area. Photo: @waze #KCBSTraffic,0,1
382,Mon Nov 25 08:11:14 +0000 2019,72898202,#SanFrancisco #SF - I-80 Eastbound on the #BayBridge - At least the 2 right lanes are blocked due to bridge maintenance. Expect delays from #7thSt #SeventhSt. Photo: @CaltransHQ #KCBSTraffic,0,1
383,Mon Nov 25 07:24:48 +0000 2019,72898202,#KCBSTraffic Update - All lanes are now open. Expect residual delays.,1,0
384,Mon Nov 25 07:22:17 +0000 2019,72898202,#CapitolCorridor #KCBSTraffic #Martinez #MTZ,1,0
385,Mon Nov 25 07:21:38 +0000 2019,72898202,#SanFrancisco #SF - I-280 Northbound at #MariposaSt - The right lane and the exit are blocked by a 2 car crash. One car will need a tow truck. CHP is on the scene. #KCBSTraffic,0,1
386,Mon Nov 25 06:52:31 +0000 2019,72898202,#Oakley #Antioch #Highway4 Eastbound 4 before Laurel Rd—All EB lanes are shut down by an injury crash. Eastbound traffic is being taken off of the roadway at Highway 160. #KCBSTraffic #Waze,0,1
387,Mon Nov 25 06:45:24 +0000 2019,72898202,"#Emeryville #Highway80 The crash has been cleared, but traffic is still backed up to University Avenue. #KCBSTraffic #Waze",1,1
388,Mon Nov 25 06:40:25 +0000 2019,72898202,#BayBridge #Highway80 Roadwork has begun on Westbound 80 on the Bay Bridge from just before the Island to the San Francisco Anchorage. Two lanes are scheduled to be coned off until 5am. Traffic is already slowing from the Incline section. #KCBSTraffic #Waze,1,0
389,Mon Nov 25 06:26:48 +0000 2019,72898202,#Emeryville #Highway80 Westbound 80 before Powell St.—A multi-car crash blocks the four left lanes. Traffic is slow approaching the scene. #KCBSTraffic #Waze,0,1
390,Mon Nov 25 02:57:12 +0000 2019,72898202,#BayBridge metering lights have been switched OFF. Traffic is still pretty heavy in the toll plaza. Traffic on the bridge is stop-and-go into #SanFrancisco. #KCBSTraffic,1,0
391,Mon Nov 25 02:26:54 +0000 2019,72898202,Update: Earlier accident has been cleared. Expect some residual delays on SB-880 as traffic recovers. #Hayward #KCBSTraffic,1,1
392,Mon Nov 25 01:51:27 +0000 2019,72898202,"Update: Accident has been moved to the far right lanes, where it is still blocking traffic. SB-880 traffic slows after #Marina Blvd. Traffic on NB-238 is backed up into the 580 interchange. #Hayward #KCBSTraffic",0,1
393,Mon Nov 25 01:21:30 +0000 2019,72898202,#Hayward: 3 car accident on SB-880 about a half mile before the W A St. exit. Accident is blocking the 2nd lane from the left. Traffic is backed up to #Washington Ave and onto NB-238. #WAZE #KCBSTraffic,0,1
394,Mon Nov 25 00:52:27 +0000 2019,72898202,There is a 3 car accident on SB-101 after the #RobinWilliamsTunnel. Accident is in the 2nd lane from the right. A traffic break is being conducted to clear the accident. #KCBSTraffic,0,1
395,Mon Nov 25 00:24:22 +0000 2019,72898202,Current traffic conditions at the #BayBridge Toll Plaza. Metering lights are on as of right now. Bridge traffic picks up after the incline before slowing again at #TreasureIsland. #KCBSTraffic,1,0
396,Sun Nov 24 23:51:06 +0000 2019,72898202,Update: Earlier accident has been cleared. Expect residual delays as traffic on the #BayBridge recovers. #TreasureIsland #KCBSTraffic,1,1
397,Sun Nov 24 23:48:57 +0000 2019,72898202,#49ers Gameday Traffic: SB-101 is slow getting onto EB-237 as you makes your way to @LevisStadium. Traffic is slow around Levi’s due to pregame street closures. Traffic is expected to pickup as we get closer to the 5:20pm kickoff. #SantaClara #WAZE #KCBSTraffic,1,0
398,Sun Nov 24 23:32:47 +0000 2019,72898202,#BayBridge: Emergency crews are blocking the far left lane before #TreasureIsland as they respond to the earlier motorcycle accident. Traffic on the Bay Bridge is heavy coming out of the toll plaza. Expect delays #KCBSTraffic,0,1
399,Sun Nov 24 23:28:39 +0000 2019,72898202,#BayBridge metering lights have been switched ON #KCBSTraffic,1,0
400,Sun Nov 24 23:02:47 +0000 2019,72898202,#BayBridge: Accident involving a motorcycle and another vehicle heading WB on the bridge just before #TreasureIsland. Traffic is backed up into the toll plaza. Metering light have not been turned on however. Expect delays #WAZE #KCBSTraffic,1,1
401,Sun Nov 24 22:52:21 +0000 2019,72898202,"#Tracy: Accident on WB-205 after #GrantLine Rd is affecting traffic in both directions. We do not have the specifics on the cause for the accident, but traffic is heavy in both the WB and EB directions at Grant Line. #KCBSTraffic",1,1
402,Sun Nov 24 22:32:35 +0000 2019,72898202,#Richmond: Solo spin out accident on EB-580 at #Central Ave is blocking the far left lane and facing the wrong way. Traffic is slow approaching the scene. #KCBSTraffic,0,1
403,Sun Nov 24 22:30:46 +0000 2019,72898202,#EastShoreFreeway: EB-80 is slow coming out of the #MacArthurMaze until you reach #Ashby Ave. WB-80 is slow from #Gilman St until The Maze. #WAZE #KCBSTraffic,1,0
404,Sun Nov 24 22:03:11 +0000 2019,72898202,"#Oakland: 2 car accident on the WB-24 on-ramp to WB-580 is in the far right lane. Traffic is slow approaching the scene, tow truck is en route for one of the vehicles. #WAZE #KCBSTraffic",0,1
405,Sun Nov 24 20:29:40 +0000 2019,72898202,CHP has issued a special traffic alert closing the right lane of the San Jose Ave. offramp with no estimated time of reopening.,1,0
406,Sun Nov 24 20:26:45 +0000 2019,72898202,WizardWorld takes place today at Oakland Convention Center In Downtown Oakland. Check out @KCBSAMFMTraffic Weekend Traffic Events Page for other events that could affect your drive today.,1,0
407,Sun Nov 24 20:21:13 +0000 2019,72898202,No single tracking today in San Francisco. @SFBART resumes normal Sunday operating schedule.,1,0
408,Sun Nov 24 20:14:01 +0000 2019,72898202,#BayBridge overnight lane closures tonight. For more info read @KCBSAMFMTraffic article.,1,0
409,Sun Nov 24 20:02:23 +0000 2019,72898202,Expect heavy traffic around Santa Clara & Milpitas on Hwy 101/237/880 due to @Packers v @49ers at Levi's Stadium till 5PM. Check out @KCBSAMFMTraffic for other events that could affect your drive. https://kcbsradio.radio.com/articles/news/san-francisco-bay-area-weekend-things-to-do-november-22-24,1,0
410,Sun Nov 24 19:58:25 +0000 2019,72898202,Accident cleared from the roadways in #SanFrancisco Northbound Hwy 280 before Geneva Ave. Heavy traffic starts before Hwy 101/280 split.,1,1
411,Sun Nov 24 19:26:20 +0000 2019,72898202,"#SanFrancisco Northbound Hwy 280 before Geneva Ave., 4 vehicle accident with one vehicle blocking the left lane, another vehicle blocking the right lane, and two cars on the right shoulder. Debris is scattered around the four lanes. Thanks to Marcus of KCBS Phone Force for tip.",0,1
412,Sun Nov 24 19:07:52 +0000 2019,72898202,Drivetime: Westbound I-80 #Berkeley Gilman St. to Downtown San Francisco via #BayBridge is around 20 minutes. #KCBSTraffic #Waze,1,0
413,Sun Nov 24 18:40:30 +0000 2019,72898202,"#SanFrancisco Westbound I-80 before Powell St., 3 vehicle accident blocking the right lane. #KCBSTraffic #Waze",0,1
414,Sun Nov 24 18:14:09 +0000 2019,72898202,Mr. Ed sighting on your way to work.,1,0
415,Sun Nov 24 17:53:17 +0000 2019,72898202,"#GoldenGateBridge Southbound Hwy 101, CHP is conducting a traffic break with no estimated time of reopening. #KCBSTraffic",1,0
416,Sun Nov 24 17:23:14 +0000 2019,72898202,#BayBridge overnight lane closures tonight. For more info read @KCBSAMFMTraffic report. https://kcbsradio.radio.com/articles/news/bay-bridge-lane-closures-announced-for-weekend-caltrans,1,0
417,Sun Nov 24 17:08:16 +0000 2019,72898202,"#Sunol Southbound Hwy 680 before Sheridan Rd., stalled big rig is blocking the right lane. #KCBSTraffic",0,1
418,Sun Nov 24 17:01:57 +0000 2019,72898202,Gifts ‘n Tyme Holiday Craft Fair occurs today at Napa Valley Expo. Check out @KCBSAMFMTraffic Weekend Events Page for other events that could affect your Sunday drive. https://kcbsradio.radio.com/articles/news/san-francisco-bay-area-weekend-things-to-do-november-22-24,1,0
419,Sun Nov 24 17:00:32 +0000 2019,72898202,"#DalyCity Southbound Hwy 280 before John Daly Blvd., debris from a folding table blocking the two middle lanes. #KCBSTraffic",0,1
420,Sun Nov 24 16:28:04 +0000 2019,72898202,Expect BART delays today due to single tracking in Downtown San Francisco and 16th/24th St BART stations.,1,0
421,Sun Nov 24 16:25:40 +0000 2019,72898202,#BayBridge all lanes are now opened in both directions from overnight lane closures. Check out the link for tonight's overnight Bay Bridge lane closures.,0,0
422,Sun Nov 24 16:07:49 +0000 2019,72898202,Update: All lanes opened in #SanFrancisco Northbound Hwy 101 as the central freeway has reopened. #KCBSTraffic,1,0
423,Sun Nov 24 16:03:20 +0000 2019,72898202,"#RedwoodCity Southbound Hwy 101 before Woodside Rd., 2 car accident moved to the right shoulder. #KCBSTraffic",1,1
424,Sun Nov 24 15:56:33 +0000 2019,72898202,***Special Traffic Alert still in effect #SanFrancisco Northbound Hwy 101 before 9th St. as the CHP has closed the central freeway with no estimated time of reopening due to an overturned vehicle. #KCBSTraffic @CaltransD4,1,0
425,Sun Nov 24 15:44:07 +0000 2019,72898202,Gifts ‘n Tyme Holiday Craft Fair occurs at Napa Valley Expo today. Check out @KCBSAMFMTraffic Weekend Events Page for other events that could affect your Sunday drive.,1,0
426,Sun Nov 24 15:41:38 +0000 2019,72898202,Southbound Hwy 101 from North End to Toll Plaza: Caltrans roadwork has 3 right lanes closed with only the left lane open till around 8AM. #KCBSTraffic,0,0
427,Sun Nov 24 15:38:43 +0000 2019,72898202,***Special Traffic Alert issued in #SanFrancisco Northbound Hwy 101 before 9th St with 2 left lanes closed due to an overturned vehicle. #KCBSTraffic,0,0
428,Sun Nov 24 15:30:25 +0000 2019,72898202,"#SanFrancisco Northbound Hwy 101 before 9th St., 3 vehicle accident blocking the center divider and left lane. One vehicle is overturned on its side with emergency crews on scene. #KCBSTraffic @CaltransD4",0,1
429,Sun Nov 24 15:25:20 +0000 2019,72898202,"#SanJose Southbound Hwy 101 at Hellyer Offramp, a card table is on the 2nd lane from the left. Drivers should try to avoid table when exiting. #KCBSTraffic",0,0
430,Sun Nov 24 15:21:14 +0000 2019,72898202,"#Fremont Northbound Hwy 880: Hwy 84 to Alvarado Blvd., 3 right lanes are closed due to highway construction till 9AM. @CaltransD4",0,0
431,Sun Nov 24 14:53:50 +0000 2019,72898202,#Concord #WalnutCreek There is #roadwork on 680 Southbound between 242 and Geary Rd. Lane closures in effect until 10 this morning. #KCBSTraffic,1,0
432,Sun Nov 24 14:12:43 +0000 2019,72898202,"There is #roadwork on going in #Martinez and #Concord, 680 Southbound between 4 &amp; 242. Intermittent lane closures will be in effect until 10am. #KCBSTraffic",1,0
433,Sun Nov 24 13:54:06 +0000 2019,72898202,#Brisbane #Accident 101 SB before Sierra Point Parkway. Not blocking. #KCBSTraffic,1,1
434,Sun Nov 24 13:28:29 +0000 2019,72898202,"#Roadwork is scheduled to continue on the #BayBridge this morning, closing up to 3 lanes in both directions of the span until 9 this morning. #KCBSTraffic",1,0
435,Sun Nov 24 13:09:41 +0000 2019,72898202,#Vacaville #Accident 80 westbound after Mason St. A single car accident has made its way to the shoulder. #CHP is heading to the scene. #KCBSTraffic,1,1
436,Sun Nov 24 12:57:23 +0000 2019,72898202,#GoldenGateBridge #Highway101 The three right lanes of the Southbound Golden Gate Bridge remain closed for roadwork. The left lane is open. The roadwork has reduced the Northbound span to two lanes. #KCBSTraffic,0,0
437,Sun Nov 24 12:01:48 +0000 2019,72898202,#Oakland #Highway580 #Highway80 A stall blocks the third lane from the left of the connector from Eastbound 80 to Eastbound 580. #KCBSTraffic,0,1
438,Sun Nov 24 10:53:16 +0000 2019,72898202,"#BayBridge Highway80 #SanFrancisco For full details, visit our KCBS Traffic Facebook page. #KCBSTraffic",1,0
439,Sun Nov 24 10:52:14 +0000 2019,72898202,#BayBridge #Highway80 Construction closing three lanes in both directions of the Bay Bridge is scheduled until 9 this morning. Traffic is now slow on Eastbound 80 from 4th St in San Francisco to the Center Anchorage of the span. #KCBSTraffic,1,0
440,Sun Nov 24 09:33:12 +0000 2019,72898202,#Stockton #Highway5 All lanes of Southbound 5 have now re-opened at the French Camp Exit in the wake of an earlier deadly crash before Mattthews Rd. #KCBSTraffic #Waze,1,1
441,Sun Nov 24 09:12:28 +0000 2019,72898202,#Highway5 #Stockton #FrenchCamp All Southbound traffic is now being taken off at the French Camp exit. #KCBSTraffic #Waze,1,0
442,Sun Nov 24 08:14:29 +0000 2019,72898202,#Highway5 #Stockton #FrenchCampp All lanes of Southbound Highway 5 are shut down before Matthews Rd. In the wake of a multi car crash involving at least one serious injury. #KCBSTraffic #Waze,0,1
443,Sun Nov 24 08:03:06 +0000 2019,72898202,#Highway37 #MarinCounty #SonomaCounty Eastbound 37 at Atherton Avenue—-The CHP has stopped Eastbound traffic at Atherton Avenue because of a wrong way driver near the Sonoma Raceway. #KCBSTraffic #Waze,1,0
444,Sun Nov 24 07:50:22 +0000 2019,72898202,#Vacaville #Highway80 Westbound 80 before Midway Rd.—-A 2 car crash blocks the far left lane. One car is on the shoulder. #KCBSTraffic #Waze,0,1
445,Sun Nov 24 06:56:38 +0000 2019,72898202,#SanPablo Westbound #I80 off-ramp to Richmond Parkway. This accident has been cleared. #KCBSTraffic,1,1
446,Sun Nov 24 06:36:08 +0000 2019,72898202,#BayBridge roadwork scheduled to begin at 11pm. Three lanes in each direction will be closed for maintenance work. At least two lanes will be kept open both ways. Details can be found at:,1,0
447,Sun Nov 24 06:31:15 +0000 2019,72898202,#SantaCruzMountains Southbound #SR17 before Redwood Estates. Two car crash has the right lane blocked. Traffic clogged up from Idylwild Rd. #KCBSTraffic,0,1
448,Sun Nov 24 06:11:40 +0000 2019,72898202,"Hi Dan, Sorry you were caught up in this back-up. Thank you for checking in and confirming the #of lanes affected. Looks like the work is going on closer to the Toll Plaza.",1,0
